Seed:  0
PMPGNN(
  (convs): ModuleList(
    (0-1): 2 x ParallelGNNBlock(
      (conv1): GCNConv(128, 128)
      (conv2): GCNConv(128, 128)
    )
  )
  (proj): Linear(in_features=1433, out_features=128, bias=True)
  (mlp): Linear(in_features=128, out_features=7, bias=True)
)
Epoch: 1, Loss: 4.8598, Train: 0.0714, Val: 0.0520, Test: 0.0620
Epoch: 2, Loss: 4.8476, Train: 0.3143, Val: 0.2800, Test: 0.2990
Epoch: 3, Loss: 4.8334, Train: 0.5071, Val: 0.4120, Test: 0.4210
Epoch: 4, Loss: 4.7875, Train: 0.5500, Val: 0.4520, Test: 0.4860
Epoch: 5, Loss: 4.7848, Train: 0.5571, Val: 0.4680, Test: 0.5070
Epoch: 6, Loss: 4.7225, Train: 0.5571, Val: 0.4760, Test: 0.5150
Epoch: 7, Loss: 4.7340, Train: 0.5571, Val: 0.4840, Test: 0.5220
Epoch: 8, Loss: 4.6647, Train: 0.5571, Val: 0.4960, Test: 0.5350
Epoch: 9, Loss: 4.6852, Train: 0.5857, Val: 0.5040, Test: 0.5440
Epoch: 10, Loss: 4.6585, Train: 0.6286, Val: 0.5240, Test: 0.5550
Epoch: 11, Loss: 4.4962, Train: 0.6429, Val: 0.5280, Test: 0.5620
Epoch: 12, Loss: 4.5946, Train: 0.6500, Val: 0.5260, Test: 0.5710
Epoch: 13, Loss: 4.5130, Train: 0.6500, Val: 0.5240, Test: 0.5690
Epoch: 14, Loss: 4.4077, Train: 0.6714, Val: 0.5340, Test: 0.5700
Epoch: 15, Loss: 4.3704, Train: 0.6786, Val: 0.5360, Test: 0.5730
Epoch: 16, Loss: 4.2306, Train: 0.6929, Val: 0.5440, Test: 0.5790
Epoch: 17, Loss: 4.1179, Train: 0.7357, Val: 0.5520, Test: 0.5910
Epoch: 18, Loss: 4.2081, Train: 0.7429, Val: 0.5660, Test: 0.6280
Epoch: 19, Loss: 3.9532, Train: 0.7643, Val: 0.5880, Test: 0.6510
Epoch: 20, Loss: 4.1037, Train: 0.7929, Val: 0.6100, Test: 0.6770
Epoch: 21, Loss: 4.3859, Train: 0.8071, Val: 0.6320, Test: 0.6860
Epoch: 22, Loss: 4.2206, Train: 0.8714, Val: 0.6440, Test: 0.7010
Epoch: 23, Loss: 4.3145, Train: 0.9286, Val: 0.6860, Test: 0.7250
Epoch: 24, Loss: 3.9009, Train: 0.9500, Val: 0.7040, Test: 0.7430
Epoch: 25, Loss: 4.2190, Train: 0.9571, Val: 0.7260, Test: 0.7660
Epoch: 26, Loss: 4.0356, Train: 0.9500, Val: 0.7260, Test: 0.7650
Epoch: 27, Loss: 4.0305, Train: 0.9643, Val: 0.7400, Test: 0.7560
Epoch: 28, Loss: 4.0247, Train: 0.9571, Val: 0.7260, Test: 0.7400
Epoch: 29, Loss: 3.8750, Train: 0.9571, Val: 0.7180, Test: 0.7360
Epoch: 30, Loss: 3.9094, Train: 0.9571, Val: 0.7160, Test: 0.7430
Epoch: 31, Loss: 4.3123, Train: 0.9571, Val: 0.7240, Test: 0.7550
Epoch: 32, Loss: 3.9722, Train: 0.9643, Val: 0.7320, Test: 0.7700
Epoch: 33, Loss: 4.0610, Train: 0.9714, Val: 0.7460, Test: 0.7750
Epoch: 34, Loss: 3.6340, Train: 0.9714, Val: 0.7480, Test: 0.7870
Epoch: 35, Loss: 4.1725, Train: 0.9786, Val: 0.7580, Test: 0.7910
Epoch: 36, Loss: 3.8695, Train: 0.9857, Val: 0.7720, Test: 0.8020
Epoch: 37, Loss: 4.0332, Train: 0.9786, Val: 0.7820, Test: 0.8040
Epoch: 38, Loss: 3.6994, Train: 0.9786, Val: 0.7940, Test: 0.8090
Epoch: 39, Loss: 3.9827, Train: 0.9786, Val: 0.8000, Test: 0.8130
Epoch: 40, Loss: 3.8649, Train: 0.9786, Val: 0.7960, Test: 0.8170
Epoch: 41, Loss: 3.8317, Train: 0.9786, Val: 0.7980, Test: 0.8180
Epoch: 42, Loss: 4.0560, Train: 0.9786, Val: 0.8040, Test: 0.8180
Epoch: 43, Loss: 3.6017, Train: 0.9786, Val: 0.8040, Test: 0.8170
Epoch: 44, Loss: 3.8586, Train: 0.9786, Val: 0.8040, Test: 0.8140
Epoch: 45, Loss: 3.9575, Train: 0.9786, Val: 0.8040, Test: 0.8160
Epoch: 46, Loss: 3.7364, Train: 0.9857, Val: 0.8060, Test: 0.8160
Epoch: 47, Loss: 3.8843, Train: 0.9857, Val: 0.8040, Test: 0.8160
Epoch: 48, Loss: 3.4107, Train: 0.9857, Val: 0.8040, Test: 0.8200
Epoch: 49, Loss: 3.7067, Train: 0.9857, Val: 0.7980, Test: 0.8200
Epoch: 50, Loss: 4.0321, Train: 0.9929, Val: 0.8020, Test: 0.8190
Epoch: 51, Loss: 3.7043, Train: 0.9857, Val: 0.7980, Test: 0.8200
Epoch: 52, Loss: 4.0117, Train: 0.9857, Val: 0.7900, Test: 0.8190
Epoch: 53, Loss: 3.6053, Train: 0.9857, Val: 0.7840, Test: 0.8150
Epoch: 54, Loss: 3.6963, Train: 0.9857, Val: 0.7760, Test: 0.8140
Epoch: 55, Loss: 3.9405, Train: 0.9857, Val: 0.7780, Test: 0.8140
Epoch: 56, Loss: 3.7975, Train: 0.9857, Val: 0.7780, Test: 0.8140
Epoch: 57, Loss: 3.8460, Train: 0.9857, Val: 0.7760, Test: 0.8160
Epoch: 58, Loss: 3.9265, Train: 0.9857, Val: 0.7820, Test: 0.8170
Epoch: 59, Loss: 3.5931, Train: 0.9857, Val: 0.7860, Test: 0.8190
Epoch: 60, Loss: 3.8142, Train: 0.9857, Val: 0.7960, Test: 0.8190
Epoch: 61, Loss: 3.5004, Train: 0.9857, Val: 0.7980, Test: 0.8190
Epoch: 62, Loss: 3.9546, Train: 0.9857, Val: 0.7980, Test: 0.8170
Epoch: 63, Loss: 3.5124, Train: 0.9857, Val: 0.8000, Test: 0.8180
Epoch: 64, Loss: 3.7386, Train: 0.9857, Val: 0.7960, Test: 0.8160
Epoch: 65, Loss: 3.4612, Train: 0.9929, Val: 0.7960, Test: 0.8170
Epoch: 66, Loss: 3.4765, Train: 0.9929, Val: 0.7940, Test: 0.8160
Epoch: 67, Loss: 3.8097, Train: 0.9929, Val: 0.7920, Test: 0.8110
Epoch: 68, Loss: 3.9332, Train: 1.0000, Val: 0.7940, Test: 0.8090
Epoch: 69, Loss: 3.6784, Train: 1.0000, Val: 0.7920, Test: 0.8090
Epoch: 70, Loss: 3.7739, Train: 1.0000, Val: 0.7880, Test: 0.8080
Epoch: 71, Loss: 3.8750, Train: 1.0000, Val: 0.7860, Test: 0.8090
Epoch: 72, Loss: 3.8602, Train: 1.0000, Val: 0.7840, Test: 0.8040
Epoch: 73, Loss: 3.6442, Train: 1.0000, Val: 0.7840, Test: 0.8060
Epoch: 74, Loss: 3.9372, Train: 1.0000, Val: 0.7840, Test: 0.8070
Epoch: 75, Loss: 3.8232, Train: 1.0000, Val: 0.7780, Test: 0.8060
Epoch: 76, Loss: 3.7189, Train: 1.0000, Val: 0.7760, Test: 0.8050
Epoch: 77, Loss: 3.4976, Train: 1.0000, Val: 0.7780, Test: 0.8030
Epoch: 78, Loss: 3.8412, Train: 1.0000, Val: 0.7760, Test: 0.8040
Epoch: 79, Loss: 3.5768, Train: 1.0000, Val: 0.7760, Test: 0.8030
Epoch: 80, Loss: 3.9293, Train: 1.0000, Val: 0.7700, Test: 0.8030
Epoch: 81, Loss: 3.9633, Train: 1.0000, Val: 0.7660, Test: 0.8000
Epoch: 82, Loss: 3.7039, Train: 1.0000, Val: 0.7660, Test: 0.7970
Epoch: 83, Loss: 3.8803, Train: 1.0000, Val: 0.7640, Test: 0.7980
Epoch: 84, Loss: 3.8539, Train: 1.0000, Val: 0.7660, Test: 0.8010
Epoch: 85, Loss: 3.5647, Train: 1.0000, Val: 0.7700, Test: 0.8000
Epoch: 86, Loss: 3.6012, Train: 1.0000, Val: 0.7720, Test: 0.8020
Epoch: 87, Loss: 3.7805, Train: 1.0000, Val: 0.7740, Test: 0.8020
Epoch: 88, Loss: 3.7443, Train: 1.0000, Val: 0.7780, Test: 0.8030
Epoch: 89, Loss: 3.7403, Train: 1.0000, Val: 0.7800, Test: 0.8060
Epoch: 90, Loss: 3.7733, Train: 1.0000, Val: 0.7820, Test: 0.8070
Epoch: 91, Loss: 3.6542, Train: 1.0000, Val: 0.7880, Test: 0.8090
Epoch: 92, Loss: 3.7022, Train: 1.0000, Val: 0.7860, Test: 0.8080
Epoch: 93, Loss: 3.9997, Train: 1.0000, Val: 0.7840, Test: 0.8100
Epoch: 94, Loss: 3.3919, Train: 1.0000, Val: 0.7840, Test: 0.8080
Epoch: 95, Loss: 3.5316, Train: 1.0000, Val: 0.7840, Test: 0.8080
Epoch: 96, Loss: 3.7975, Train: 1.0000, Val: 0.7820, Test: 0.8060
Epoch: 97, Loss: 3.6560, Train: 1.0000, Val: 0.7820, Test: 0.8070
Epoch: 98, Loss: 3.3301, Train: 1.0000, Val: 0.7800, Test: 0.8050
Epoch: 99, Loss: 3.3193, Train: 1.0000, Val: 0.7800, Test: 0.8070
Epoch: 100, Loss: 3.6891, Train: 1.0000, Val: 0.7840, Test: 0.8090
Epoch: 101, Loss: 3.4931, Train: 1.0000, Val: 0.7860, Test: 0.8080
Epoch: 102, Loss: 3.3560, Train: 1.0000, Val: 0.7860, Test: 0.8070
Epoch: 103, Loss: 3.5967, Train: 1.0000, Val: 0.7900, Test: 0.8060
Epoch: 104, Loss: 3.3145, Train: 1.0000, Val: 0.7900, Test: 0.8030
Epoch: 105, Loss: 3.7731, Train: 1.0000, Val: 0.7820, Test: 0.7990
Epoch: 106, Loss: 3.8640, Train: 1.0000, Val: 0.7780, Test: 0.7990
Epoch: 107, Loss: 3.4992, Train: 1.0000, Val: 0.7740, Test: 0.8000
Epoch: 108, Loss: 3.5908, Train: 1.0000, Val: 0.7720, Test: 0.7980
Epoch: 109, Loss: 3.6595, Train: 1.0000, Val: 0.7720, Test: 0.7980
Epoch: 110, Loss: 3.5185, Train: 1.0000, Val: 0.7680, Test: 0.7990
Epoch: 111, Loss: 3.5676, Train: 1.0000, Val: 0.7720, Test: 0.8000
Epoch: 112, Loss: 3.5277, Train: 1.0000, Val: 0.7700, Test: 0.8000
Epoch: 113, Loss: 3.8682, Train: 1.0000, Val: 0.7720, Test: 0.8000
Epoch: 114, Loss: 3.5960, Train: 1.0000, Val: 0.7740, Test: 0.8000
Epoch: 115, Loss: 3.5586, Train: 1.0000, Val: 0.7700, Test: 0.7980
Epoch: 116, Loss: 4.0504, Train: 1.0000, Val: 0.7680, Test: 0.8010
Epoch: 117, Loss: 3.9358, Train: 1.0000, Val: 0.7720, Test: 0.8030
Epoch: 118, Loss: 3.6597, Train: 1.0000, Val: 0.7780, Test: 0.8060
Epoch: 119, Loss: 3.7361, Train: 1.0000, Val: 0.7820, Test: 0.8080
/root/code/DIR/DIR-GNN/train/cora.py:470: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(f"./pkl/{save_name}.pkl"))
Epoch: 120, Loss: 3.7634, Train: 1.0000, Val: 0.7820, Test: 0.8080
Epoch: 121, Loss: 3.7588, Train: 1.0000, Val: 0.7860, Test: 0.8070
Epoch: 122, Loss: 3.9058, Train: 1.0000, Val: 0.7860, Test: 0.8040
