Seed:  0
PMPGNN(
  (convs): ModuleList(
    (0): ParallelGNNBlock(
      (conv1): GCNConv(1433, 128)
      (conv2): GCNConv(1433, 128)
    )
    (1): ParallelGNNBlock(
      (conv1): GCNConv(128, 128)
      (conv2): GCNConv(128, 128)
    )
  )
  (mlp): Linear(in_features=128, out_features=7, bias=True)
)
Epoch: 1, Loss: 1.9484, Train: 0.1500, Val: 0.1680, Test: 0.1720
Epoch: 2, Loss: 1.9418, Train: 0.2071, Val: 0.2060, Test: 0.2250
Epoch: 3, Loss: 1.9560, Train: 0.3143, Val: 0.2540, Test: 0.2680
Epoch: 4, Loss: 1.9443, Train: 0.4071, Val: 0.3120, Test: 0.3140
Epoch: 5, Loss: 1.9454, Train: 0.4786, Val: 0.3380, Test: 0.3450
Epoch: 6, Loss: 1.9440, Train: 0.4857, Val: 0.3320, Test: 0.3620
Epoch: 7, Loss: 1.9369, Train: 0.5286, Val: 0.3320, Test: 0.3630
Epoch: 8, Loss: 1.9317, Train: 0.5214, Val: 0.3200, Test: 0.3500
Epoch: 9, Loss: 1.9260, Train: 0.5429, Val: 0.3320, Test: 0.3420
Epoch: 10, Loss: 1.9207, Train: 0.5643, Val: 0.3420, Test: 0.3510
Epoch: 11, Loss: 1.9206, Train: 0.5714, Val: 0.3420, Test: 0.3500
Epoch: 12, Loss: 1.9237, Train: 0.5857, Val: 0.3440, Test: 0.3510
Epoch: 13, Loss: 1.9225, Train: 0.6071, Val: 0.3420, Test: 0.3510
Epoch: 14, Loss: 1.9174, Train: 0.6143, Val: 0.3440, Test: 0.3600
Epoch: 15, Loss: 1.9114, Train: 0.6357, Val: 0.3560, Test: 0.3750
Epoch: 16, Loss: 1.8894, Train: 0.6500, Val: 0.3700, Test: 0.3880
Epoch: 17, Loss: 1.8906, Train: 0.6571, Val: 0.3800, Test: 0.3990
Epoch: 18, Loss: 1.8961, Train: 0.6929, Val: 0.3960, Test: 0.4160
Epoch: 19, Loss: 1.8867, Train: 0.7143, Val: 0.4220, Test: 0.4410
Epoch: 20, Loss: 1.8883, Train: 0.7286, Val: 0.4520, Test: 0.4710
Epoch: 21, Loss: 1.8861, Train: 0.7286, Val: 0.4820, Test: 0.4930
Epoch: 22, Loss: 1.8984, Train: 0.7429, Val: 0.5020, Test: 0.5170
Epoch: 23, Loss: 1.8745, Train: 0.7643, Val: 0.5020, Test: 0.5360
Epoch: 24, Loss: 1.8625, Train: 0.7643, Val: 0.5180, Test: 0.5540
Epoch: 25, Loss: 1.8500, Train: 0.7643, Val: 0.5360, Test: 0.5670
Epoch: 26, Loss: 1.8563, Train: 0.7929, Val: 0.5520, Test: 0.5840
Epoch: 27, Loss: 1.8816, Train: 0.8000, Val: 0.5680, Test: 0.5940
Epoch: 28, Loss: 1.8473, Train: 0.8000, Val: 0.5820, Test: 0.6050
Epoch: 29, Loss: 1.8199, Train: 0.8000, Val: 0.5840, Test: 0.6100
Epoch: 30, Loss: 1.8309, Train: 0.8071, Val: 0.5960, Test: 0.6170
Epoch: 31, Loss: 1.8151, Train: 0.8071, Val: 0.6120, Test: 0.6320
Epoch: 32, Loss: 1.7957, Train: 0.8071, Val: 0.6200, Test: 0.6430
Epoch: 33, Loss: 1.8467, Train: 0.8000, Val: 0.6280, Test: 0.6510
Epoch: 34, Loss: 1.7900, Train: 0.8000, Val: 0.6300, Test: 0.6570
Epoch: 35, Loss: 1.8327, Train: 0.8000, Val: 0.6380, Test: 0.6620
Epoch: 36, Loss: 1.7608, Train: 0.8143, Val: 0.6360, Test: 0.6620
Epoch: 37, Loss: 1.7783, Train: 0.8214, Val: 0.6340, Test: 0.6620
Epoch: 38, Loss: 1.7717, Train: 0.8214, Val: 0.6360, Test: 0.6610
Epoch: 39, Loss: 1.7248, Train: 0.8214, Val: 0.6280, Test: 0.6630
Epoch: 40, Loss: 1.7260, Train: 0.8143, Val: 0.6240, Test: 0.6640
Epoch: 41, Loss: 1.7133, Train: 0.8214, Val: 0.6280, Test: 0.6660
Epoch: 42, Loss: 1.7018, Train: 0.8214, Val: 0.6300, Test: 0.6680
Epoch: 43, Loss: 1.7153, Train: 0.8214, Val: 0.6320, Test: 0.6690
Epoch: 44, Loss: 1.7036, Train: 0.8214, Val: 0.6300, Test: 0.6680
Epoch: 45, Loss: 1.6842, Train: 0.8214, Val: 0.6280, Test: 0.6720
Epoch: 46, Loss: 1.6573, Train: 0.8214, Val: 0.6340, Test: 0.6750
Epoch: 47, Loss: 1.6696, Train: 0.8214, Val: 0.6320, Test: 0.6750
Epoch: 48, Loss: 1.6624, Train: 0.8143, Val: 0.6320, Test: 0.6730
Epoch: 49, Loss: 1.5945, Train: 0.8143, Val: 0.6340, Test: 0.6740
Epoch: 50, Loss: 1.6678, Train: 0.8143, Val: 0.6320, Test: 0.6730
Epoch: 51, Loss: 1.6069, Train: 0.8143, Val: 0.6380, Test: 0.6750
Epoch: 52, Loss: 1.5760, Train: 0.8214, Val: 0.6420, Test: 0.6770
Epoch: 53, Loss: 1.6139, Train: 0.8286, Val: 0.6460, Test: 0.6800
Epoch: 54, Loss: 1.5016, Train: 0.8286, Val: 0.6500, Test: 0.6810
Epoch: 55, Loss: 1.5046, Train: 0.8286, Val: 0.6560, Test: 0.6810
Epoch: 56, Loss: 1.5356, Train: 0.8286, Val: 0.6580, Test: 0.6810
Epoch: 57, Loss: 1.4536, Train: 0.8357, Val: 0.6540, Test: 0.6830
Epoch: 58, Loss: 1.5489, Train: 0.8357, Val: 0.6560, Test: 0.6850
Epoch: 59, Loss: 1.5767, Train: 0.8357, Val: 0.6560, Test: 0.6870
Epoch: 60, Loss: 1.5252, Train: 0.8357, Val: 0.6580, Test: 0.6900
Epoch: 61, Loss: 1.4573, Train: 0.8429, Val: 0.6600, Test: 0.6930
Epoch: 62, Loss: 1.4985, Train: 0.8429, Val: 0.6600, Test: 0.6940
Epoch: 63, Loss: 1.4429, Train: 0.8429, Val: 0.6640, Test: 0.6970
Epoch: 64, Loss: 1.4217, Train: 0.8429, Val: 0.6600, Test: 0.6980
Epoch: 65, Loss: 1.4586, Train: 0.8500, Val: 0.6580, Test: 0.6960
Epoch: 66, Loss: 1.5900, Train: 0.8500, Val: 0.6580, Test: 0.6930
Epoch: 67, Loss: 1.4481, Train: 0.8500, Val: 0.6620, Test: 0.6920
Epoch: 68, Loss: 1.4442, Train: 0.8500, Val: 0.6620, Test: 0.6930
Epoch: 69, Loss: 1.4389, Train: 0.8500, Val: 0.6580, Test: 0.6910
Epoch: 70, Loss: 1.4737, Train: 0.8500, Val: 0.6620, Test: 0.6940
Epoch: 71, Loss: 1.4187, Train: 0.8500, Val: 0.6580, Test: 0.6920
Epoch: 72, Loss: 1.4243, Train: 0.8500, Val: 0.6580, Test: 0.6930
Epoch: 73, Loss: 1.3974, Train: 0.8500, Val: 0.6560, Test: 0.6930
Epoch: 74, Loss: 1.2321, Train: 0.8500, Val: 0.6560, Test: 0.6920
Epoch: 75, Loss: 1.3918, Train: 0.8500, Val: 0.6580, Test: 0.6920
Epoch: 76, Loss: 1.3810, Train: 0.8500, Val: 0.6600, Test: 0.6930
Epoch: 77, Loss: 1.2384, Train: 0.8500, Val: 0.6580, Test: 0.6940
Epoch: 78, Loss: 1.4412, Train: 0.8571, Val: 0.6540, Test: 0.6940
Epoch: 79, Loss: 1.3104, Train: 0.8571, Val: 0.6560, Test: 0.6950
Epoch: 80, Loss: 1.2821, Train: 0.8571, Val: 0.6620, Test: 0.6950
Epoch: 81, Loss: 1.3096, Train: 0.8571, Val: 0.6640, Test: 0.6980
Epoch: 82, Loss: 1.2344, Train: 0.8571, Val: 0.6660, Test: 0.6960
Epoch: 83, Loss: 1.2966, Train: 0.8571, Val: 0.6660, Test: 0.6960
Epoch: 84, Loss: 1.3176, Train: 0.8571, Val: 0.6660, Test: 0.6970
Epoch: 85, Loss: 1.3208, Train: 0.8714, Val: 0.6680, Test: 0.6960
Epoch: 86, Loss: 1.3682, Train: 0.8857, Val: 0.6680, Test: 0.6980
Epoch: 87, Loss: 1.3760, Train: 0.8857, Val: 0.6700, Test: 0.6990
